year,month,inflation,interest,unemployment,CPI,senate_pol,house_pol,approval,disapproval,president
1914,1,2,,,10.0,,,,,
1914,2,1,,,9.9,,,,,
1914,3,1,,,9.9,,,,,
1914,4,0,,,9.8,,,,,
1914,5,2.1,,,9.9,,,,,
1914,6,1,,,,,,,,
1914,7,1,,,,,,,,
1914,8,3,,,10.2,,,,,
1914,9,2,,,10.2,,,,,
1914,10,1,,,10.1,,,,,
1914,11,1,,,10.2,,,,,
1914,12,1,,,10.1,,,,,
1915,1,1,,,10.1,0.706356322,0.723630598,,,
1915,2,1,,,10.0,0.706356322,0.723630598,,,
1915,3,0,,,9.9,0.706356322,0.723630598,,,
1915,4,2,,,10.0,0.706356322,0.723630598,,,
1915,5,2,,,10.1,0.706356322,0.723630598,,,
1915,6,2,,,,0.706356322,0.723630598,,,
1915,7,1,,,,0.706356322,0.723630598,,,
1915,8,-1,,,10.1,0.706356322,0.723630598,,,
1915,9,-1,,,10.1,0.706356322,0.723630598,,,
1915,10,1,,,10.2,0.706356322,0.723630598,,,
1915,11,1,,,10.3,0.706356322,0.723630598,,,
1915,12,2,,,10.3,0.706356322,0.723630598,,,
1916,1,3,,,10.4,,,,,
1916,2,4,,,10.4,,,,,
1916,3,6.1,,,10.5,,,,,
1916,4,6,,,10.6,,,,,
1916,5,5.9,,,10.7,,,,,
1916,6,6.9,,,,,,,,
1916,7,6.9,,,,,,,,
1916,8,7.9,,,10.9,,,,,
1916,9,9.9,,,11.1,,,,,
1916,10,10.8,,,11.3,,,,,
1916,11,11.7,,,11.5,,,,,
1916,12,12.6,,,11.6,,,,,
1917,1,12.5,,,11.7,0.697244855,0.715689248,,,
1917,2,15.4,,,12.0,0.697244855,0.715689248,,,
1917,3,14.3,,,12.0,0.697244855,0.715689248,,,
1917,4,18.9,,,12.6,0.697244855,0.715689248,,,
1917,5,19.6,,,12.8,0.697244855,0.715689248,,,
1917,6,20.4,,,,0.697244855,0.715689248,,,
1917,7,18.5,,,,0.697244855,0.715689248,,,
1917,8,19.3,,,13.0,0.697244855,0.715689248,,,
1917,9,19.8,,,13.3,0.697244855,0.715689248,,,
1917,10,19.5,,,13.5,0.697244855,0.715689248,,,
1917,11,17.4,,,13.5,0.697244855,0.715689248,,,
1917,12,18.1,,,13.7,0.697244855,0.715689248,,,
1918,1,19.7,,,14.0,,,,,
1918,2,17.5,,,14.1,,,,,
1918,3,16.7,,,14.0,,,,,
1918,4,12.7,,,14.2,,,,,
1918,5,13.3,,,14.5,,,,,
1918,6,13.1,,,,,,,,
1918,7,18,,,,,,,,
1918,8,18.5,,,15.4,,,,,
1918,9,18,,,15.7,,,,,
1918,10,18.5,,,16.0,,,,,
1918,11,20.7,,,16.3,,,,,
1918,12,20.4,,,16.5,,,,,
1919,1,17.9,,,16.5,0.718318431,0.715348039,,,
1919,2,14.9,,,16.2,0.718318431,0.715348039,,,
1919,3,17.1,,,16.4,0.718318431,0.715348039,,,
1919,4,17.6,,,16.7,0.718318431,0.715348039,,,
1919,5,16.6,,,16.9,0.718318431,0.715348039,,,
1919,6,15,,,,0.718318431,0.715348039,,,
1919,7,15.2,,,,0.718318431,0.715348039,,,
1919,8,14.9,,,17.7,0.718318431,0.715348039,,,
1919,9,13.4,,,17.8,0.718318431,0.715348039,,,
1919,10,13.1,,,18.1,0.718318431,0.715348039,,,
1919,11,13.5,,,18.5,0.718318431,0.715348039,,,
1919,12,14.5,,,18.9,0.718318431,0.715348039,,,
1920,1,17,,,19.3,,,,,
1920,2,20.4,,,19.5,,,,,
1920,3,20.1,,,19.7,,,,,
1920,4,21.6,,,20.3,,,,,
1920,5,21.9,,,20.6,,,,,
1920,6,23.7,,,,,,,,
1920,7,19.5,,,,,,,,
1920,8,14.7,,,20.3,,,,,
1920,9,12.4,,,20.0,,,,,
1920,10,9.9,,,19.9,,,,,
1920,11,7,,,19.8,,,,,
1920,12,2.6,,,19.4,,,,,
1921,1,-1.6,,,19.0,0.707152681,0.704152104,,,
1921,2,-5.6,,,18.4,0.707152681,0.704152104,,,
1921,3,-7.1,,,18.3,0.707152681,0.704152104,,,
1921,4,-10.8,,,18.1,0.707152681,0.704152104,,,
1921,5,-14.1,,,17.7,0.707152681,0.704152104,,,
1921,6,-15.8,,,,0.707152681,0.704152104,,,
1921,7,-14.9,,,,0.707152681,0.704152104,,,
1921,8,-12.8,,,17.7,0.707152681,0.704152104,,,
1921,9,-12.5,,,17.5,0.707152681,0.704152104,,,
1921,10,-12.1,,,17.5,0.707152681,0.704152104,,,
1921,11,-12.1,,,17.4,0.707152681,0.704152104,,,
1921,12,-10.8,,,17.3,0.707152681,0.704152104,,,
1922,1,-11.1,,,16.9,,,,,
1922,2,-8.2,,,16.9,,,,,
1922,3,-8.7,,,16.7,,,,,
1922,4,-7.7,,,16.7,,,,,
1922,5,-5.6,,,16.7,,,,,
1922,6,-5.1,,,,,,,,
1922,7,-5.1,,,,,,,,
1922,8,-6.2,,,16.6,,,,,
1922,9,-5.1,,,16.6,,,,,
1922,10,-4.6,,,16.7,,,,,
1922,11,-3.4,,,16.8,,,,,
1922,12,-2.3,,,16.9,,,,,
1923,1,-0.6,,,16.8,0.667177375,0.695694943,,,
1923,2,-0.6,,,16.8,0.667177375,0.695694943,,,
1923,3,0.6,,,16.8,0.667177375,0.695694943,,,
1923,4,1.2,,,16.9,0.667177375,0.695694943,,,
1923,5,1.2,,,16.9,0.667177375,0.695694943,,,
1923,6,1.8,,,,0.667177375,0.695694943,,,
1923,7,2.4,,,,0.667177375,0.695694943,,,
1923,8,3,,,17.1,0.667177375,0.695694943,,,
1923,9,3.6,,,17.2,0.667177375,0.695694943,,,
1923,10,3.6,,,17.3,0.667177375,0.695694943,,,
1923,11,3,,,17.3,0.667177375,0.695694943,,,
1923,12,2.4,,,17.3,0.667177375,0.695694943,,,
1924,1,3,,,17.3,,,,,
1924,2,2.4,,,17.2,,,,,
1924,3,1.8,,,17.1,,,,,
1924,4,0.6,,,17.0,,,,,
1924,5,0.6,,,17.0,,,,,
1924,6,0,,,,,,,,
1924,7,-0.6,,,,,,,,
1924,8,-0.6,,,17.0,,,,,
1924,9,-0.6,,,17.1,,,,,
1924,10,-0.6,,,17.2,,,,,
1924,11,-0.6,,,17.2,,,,,
1924,12,0,,,17.3,,,,,
1925,1,0,,,17.3,0.666618376,0.675214919,,,
1925,2,0,,,17.2,0.666618376,0.675214919,,,
1925,3,1.2,,,17.3,0.666618376,0.675214919,,,
1925,4,1.2,,,17.2,0.666618376,0.675214919,,,
1925,5,1.8,,,17.3,0.666618376,0.675214919,,,
1925,6,2.9,,,,0.666618376,0.675214919,,,
1925,7,3.5,,,,0.666618376,0.675214919,,,
1925,8,4.1,,,17.7,0.666618376,0.675214919,,,
1925,9,3.5,,,17.7,0.666618376,0.675214919,,,
1925,10,2.9,,,17.7,0.666618376,0.675214919,,,
1925,11,4.7,,,18.0,0.666618376,0.675214919,,,
1925,12,3.5,,,17.9,0.666618376,0.675214919,,,
1926,1,3.5,,,17.9,,,,,
1926,2,4.1,,,17.9,,,,,
1926,3,2.9,,,17.8,,,,,
1926,4,4.1,,,17.9,,,,,
1926,5,2.9,,,17.8,,,,,
1926,6,1.1,,,,,,,,
1926,7,-1.1,,,,,,,,
1926,8,-1.7,,,17.4,,,,,
1926,9,-1.1,,,17.5,,,,,
1926,10,-0.6,,,17.6,,,,,
1926,11,-1.7,,,17.7,,,,,
1926,12,-1.1,,,17.7,,,,,
1927,1,-2.2,,,17.5,0.665178066,0.668382288,,,
1927,2,-2.8,,,17.4,0.665178066,0.668382288,,,
1927,3,-2.8,,,17.3,0.665178066,0.668382288,,,
1927,4,-3.4,,,17.3,0.665178066,0.668382288,,,
1927,5,-2.2,,,17.4,0.665178066,0.668382288,,,
1927,6,-0.6,,,,0.665178066,0.668382288,,,
1927,7,-1.1,,,,0.665178066,0.668382288,,,
1927,8,-1.1,,,17.2,0.665178066,0.668382288,,,
1927,9,-1.1,,,17.3,0.665178066,0.668382288,,,
1927,10,-1.1,,,17.4,0.665178066,0.668382288,,,
1927,11,-2.3,,,17.3,0.665178066,0.668382288,,,
1927,12,-2.3,,,17.3,0.665178066,0.668382288,,,
1928,1,-1.1,,,17.3,,,,,
1928,2,-1.7,,,17.1,,,,,
1928,3,-1.2,,,17.1,,,,,
1928,4,-1.2,,,17.1,,,,,
1928,5,-1.1,,,17.2,,,,,
1928,6,-2.8,,,,,,,,
1928,7,-1.2,,,,,,,,
1928,8,-0.6,,,17.1,,,,,
1928,9,0,,,17.3,,,,,
1928,10,-1.1,,,17.2,,,,,
1928,11,-0.6,,,17.2,,,,,
1928,12,-1.2,,,17.1,,,,,
1929,1,-1.2,,,17.1,0.681899148,0.652523215,,,
1929,2,0,,,17.1,0.681899148,0.652523215,,,
1929,3,-0.6,,,17.0,0.681899148,0.652523215,,,
1929,4,-1.2,,,16.9,0.681899148,0.652523215,,,
1929,5,-1.2,,,17.0,0.681899148,0.652523215,,,
1929,6,0,,,,0.681899148,0.652523215,,,
1929,7,1.2,,,,0.681899148,0.652523215,,,
1929,8,1.2,,,17.3,0.681899148,0.652523215,,,
1929,9,0,,,17.3,0.681899148,0.652523215,,,
1929,10,0.6,,,17.3,0.681899148,0.652523215,,,
1929,11,0.6,,,17.3,0.681899148,0.652523215,,,
1929,12,0.6,,,17.2,0.681899148,0.652523215,,,
1930,1,0,,,17.1,,,,,
1930,2,-0.6,,,17.0,,,,,
1930,3,-0.6,,,16.9,,,,,
1930,4,0.6,,,17.0,,,,,
1930,5,-0.6,,,16.9,,,,,
1930,6,-1.8,,,,,,,,
1930,7,-4,,,,,,,,
1930,8,-4.6,,,16.5,,,,,
1930,9,-4,,,16.6,,,,,
1930,10,-4.6,,,16.5,,,,,
1930,11,-5.2,,,16.4,,,,,
1930,12,-6.4,,,16.1,,,,,
1931,1,-7,,,15.9,0.594519231,0.616024459,,,
1931,2,-7.6,,,15.7,0.594519231,0.616024459,,,
1931,3,-7.7,,,15.6,0.594519231,0.616024459,,,
1931,4,-8.8,,,15.5,0.594519231,0.616024459,,,
1931,5,-9.5,,,15.3,0.594519231,0.616024459,,,
1931,6,-10.1,,,,0.594519231,0.616024459,,,
1931,7,-9,,,,0.594519231,0.616024459,,,
1931,8,-8.5,,,15.1,0.594519231,0.616024459,,,
1931,9,-9.6,,,15.0,0.594519231,0.616024459,,,
1931,10,-9.7,,,14.9,0.594519231,0.616024459,,,
1931,11,-10.4,,,14.7,0.594519231,0.616024459,,,
1931,12,-9.3,,,14.6,0.594519231,0.616024459,,,
1932,1,-10.1,,,14.3,,,,,
1932,2,-10.2,,,14.1,,,,,
1932,3,-10.3,,,14.0,,,,,
1932,4,-10.3,,,13.9,,,,,
1932,5,-10.5,,,13.7,,,,,
1932,6,-9.9,,,,,,,,
1932,7,-9.9,,,,,,,,
1932,8,-10.6,,,13.5,,,,,
1932,9,-10.7,,,13.4,,,,,
1932,10,-10.7,,,13.3,,,,,
1932,11,-10.2,,,13.2,,,,,
1932,12,-10.3,,,13.1,,,,,
1933,1,-9.8,,,12.9,0.539884407,0.582579244,,,
1933,2,-9.9,,,12.7,0.539884407,0.582579244,,,
1933,3,-10,,,12.6,0.539884407,0.582579244,,,
1933,4,-9.4,,,12.6,0.539884407,0.582579244,,,
1933,5,-8,,,12.6,0.539884407,0.582579244,,,
1933,6,-6.6,,,,0.539884407,0.582579244,,,
1933,7,-3.7,,,,0.539884407,0.582579244,,,
1933,8,-2.2,,,13.2,0.539884407,0.582579244,,,
1933,9,-1.5,,,13.2,0.539884407,0.582579244,,,
1933,10,-0.8,,,13.2,0.539884407,0.582579244,,,
1933,11,0,,,13.2,0.539884407,0.582579244,,,
1933,12,0.8,,,13.2,0.539884407,0.582579244,,,
1934,1,2.3,,,13.2,,,,,
1934,2,4.7,,,13.3,,,,,
1934,3,5.6,,,13.3,,,,,
1934,4,5.6,,,13.3,,,,,
1934,5,5.6,,,13.3,,,,,
1934,6,5.5,,,,,,,,
1934,7,2.3,,,,,,,,
1934,8,1.5,,,13.4,,,,,
1934,9,3,,,13.6,,,,,
1934,10,2.3,,,13.5,,,,,
1934,11,2.3,,,13.5,,,,,
1934,12,1.5,,,13.4,,,,,
1935,1,3,,,13.6,0.50504,0.560696986,,,
1935,2,3,,,13.7,0.50504,0.560696986,,,
1935,3,3,,,13.7,0.50504,0.560696986,,,
1935,4,3.8,,,13.8,0.50504,0.560696986,,,
1935,5,3.8,,,13.8,0.50504,0.560696986,,,
1935,6,2.2,,,,0.50504,0.560696986,,,
1935,7,2.2,,,,0.50504,0.560696986,,,
1935,8,2.2,,,13.7,0.50504,0.560696986,,,
1935,9,0.7,,,13.7,0.50504,0.560696986,,,
1935,10,1.5,,,13.7,0.50504,0.560696986,,,
1935,11,2.2,,,13.8,0.50504,0.560696986,,,
1935,12,3,,,13.8,0.50504,0.560696986,,,
1936,1,1.5,,,13.8,,,,,
1936,2,0.7,,,13.8,,,,,
1936,3,0,,,13.7,,,,,
1936,4,-0.7,,,13.7,,,,,
1936,5,-0.7,,,13.7,,,,,
1936,6,0.7,,,,,,,,
1936,7,1.5,,,,,,,,
1936,8,2.2,,,14.0,,,,,
1936,9,2.2,,,14.0,,,,,
1936,10,2.2,,,14.0,,,,,
1936,11,1.4,,,14.0,,,,,
1936,12,1.4,,,14.0,,,,,
1937,1,2.2,,,14.1,0.494528694,0.569508223,,,
1937,2,2.2,,,14.1,0.494528694,0.569508223,,,
1937,3,3.6,,,14.2,0.494528694,0.569508223,,,
1937,4,4.4,,,14.3,0.494528694,0.569508223,,,
1937,5,5.1,,,14.4,0.494528694,0.569508223,,,
1937,6,4.3,,,,0.494528694,0.569508223,,,
1937,7,4.3,,,,0.494528694,0.569508223,,,
1937,8,3.6,,,14.5,0.494528694,0.569508223,,,
1937,9,4.3,,,14.6,0.494528694,0.569508223,,,
1937,10,4.3,,,14.6,0.494528694,0.569508223,,,
1937,11,3.6,,,14.5,0.494528694,0.569508223,,,
1937,12,2.9,,,14.4,0.494528694,0.569508223,,,
1938,1,0.7,,,14.2,,,,,
1938,2,0,,,14.1,,,,,
1938,3,-0.7,,,14.1,,,,,
1938,4,-0.7,,,14.2,,,,,
1938,5,-2.1,,,14.1,,,,,
1938,6,-2.1,,,,,,,,
1938,7,-2.8,,,,,,,,
1938,8,-2.8,,,14.1,,,,,
1938,9,-3.4,,,14.1,,,,,
1938,10,-4.1,,,14.0,,,,,
1938,11,-3.4,,,14.0,,,,,
1938,12,-2.8,,,14.0,,,,,
1939,1,-1.4,,,14.0,0.474419077,0.557287463,,,
1939,2,-1.4,,,13.9,0.474419077,0.557287463,,,
1939,3,-1.4,,,13.9,0.474419077,0.557287463,,,
1939,4,-2.8,,,13.8,0.474419077,0.557287463,,,
1939,5,-2.1,,,13.8,0.474419077,0.557287463,,,
1939,6,-2.1,,,,0.474419077,0.557287463,,,
1939,7,-2.1,,,,0.474419077,0.557287463,,,
1939,8,-2.1,,,13.8,0.474419077,0.557287463,,,
1939,9,0,,,14.1,0.474419077,0.557287463,,,
1939,10,0,,,14.0,0.474419077,0.557287463,,,
1939,11,0,,,14.0,0.474419077,0.557287463,,,
1939,12,0,,,14.0,0.474419077,0.557287463,,,
1940,1,-0.7,,,13.9,,,,,
1940,2,0.7,,,14.0,,,,,
1940,3,0.7,,,14.0,,,,,
1940,4,1.4,,,14.0,,,,,
1940,5,1.4,,,14.0,,,,,
1940,6,2.2,,,,,,,,
1940,7,1.4,,,,,,,,
1940,8,1.4,,,14.0,,,,,
1940,9,-0.7,,,14.0,,,,,
1940,10,0,,,14.0,,,,,
1940,11,0,,,14.0,,,,,
1940,12,0.7,,,14.1,,,,,
1941,1,1.4,,,14.1,0.471810502,0.57050854,,,
1941,2,0.7,,,14.1,0.471810502,0.57050854,,,
1941,3,1.4,,,14.2,0.471810502,0.57050854,,,
1941,4,2.1,,,14.3,0.471810502,0.57050854,,,
1941,5,2.9,,,14.4,0.471810502,0.57050854,,,
1941,6,4.3,,,,0.471810502,0.57050854,,,
1941,7,5,,,,0.471810502,0.57050854,65,25,Roosevelt
1941,7,5,,,,0.471810502,0.57050854,69,24,Roosevelt
1941,8,6.4,,,14.9,0.471810502,0.57050854,67,24,Roosevelt
1941,8,6.4,,,14.9,0.471810502,0.57050854,65,26,Roosevelt
1941,8,6.4,,,14.9,0.471810502,0.57050854,68,23,Roosevelt
1941,9,7.9,,,15.1,0.471810502,0.57050854,70,24,Roosevelt
1941,9,7.9,,,15.1,0.471810502,0.57050854,70,23,Roosevelt
1941,10,9.3,,,15.3,0.471810502,0.57050854,,,
1941,11,10,,,15.4,0.471810502,0.57050854,,,
1941,12,9.9,,,15.5,0.471810502,0.57050854,,,
1942,1,11.3,,,15.7,,,83,10,Roosevelt
1942,2,12.1,,,15.8,,,78,13,Roosevelt
1942,3,12.7,,,16.0,,,75,14,Roosevelt
1942,3,12.7,,,16.0,,,74,15,Roosevelt
1942,4,12.6,,,16.1,,,,,
1942,5,13.2,,,16.3,,,,,
1942,6,10.9,,,,,,77,15,Roosevelt
1942,7,11.6,,,,,,79,12,Roosevelt
1942,8,10.7,,,16.5,,,74,16,Roosevelt
1942,9,9.3,,,16.5,,,74,18,Roosevelt
1942,10,9.2,,,16.7,,,,,
1942,11,9.1,,,16.8,,,72,18,Roosevelt
1942,12,9,,,16.9,,,,,
1943,1,7.6,,,16.9,0.486871429,0.550294745,75,16,Roosevelt
1943,1,7.6,,,16.9,0.486871429,0.550294745,75,14,Roosevelt
1943,2,7,,,16.9,0.486871429,0.550294745,,,
1943,3,7.5,,,17.2,0.486871429,0.550294745,71,19,Roosevelt
1943,4,8.1,,,17.4,0.486871429,0.550294745,,,
1943,5,7.4,,,17.5,0.486871429,0.550294745,,,
1943,6,7.4,,,,0.486871429,0.550294745,,,
1943,7,6.1,,,,0.486871429,0.550294745,,,
1943,8,4.8,,,17.3,0.486871429,0.550294745,,,
1943,9,5.5,,,17.4,0.486871429,0.550294745,,,
1943,10,4.2,,,17.4,0.486871429,0.550294745,,,
1943,11,3.6,,,17.4,0.486871429,0.550294745,,,
1943,12,3,,,17.4,0.486871429,0.550294745,65,23,Roosevelt
1944,1,3,,,17.4,,,,,
1944,2,3,,,17.4,,,,,
1944,3,1.2,,,17.4,,,,,
1944,4,0.6,,,17.5,,,,,
1944,5,0,,,17.5,,,,,
1944,6,0.6,,,,,,,,
1944,7,1.7,,,,,,,,
1944,8,2.3,,,17.7,,,,,
1944,9,1.7,,,17.7,,,,,
1944,10,1.7,,,17.7,,,,,
1944,11,1.7,,,17.7,,,,,
1944,12,2.3,,,17.8,,,,,
1945,1,2.3,,,17.8,0.493952381,0.56806041,,,
1945,2,2.3,,,17.8,0.493952381,0.56806041,,,
1945,3,2.3,,,17.8,0.493952381,0.56806041,,,
1945,4,1.7,,,17.8,0.493952381,0.56806041,,,
1945,5,2.3,,,17.9,0.493952381,0.56806041,,,
1945,6,2.8,,,,0.493952381,0.56806041,87,3,Truman
1945,7,2.3,,,,0.493952381,0.56806041,,,
1945,8,2.3,,,18.1,0.493952381,0.56806041,,,
1945,9,2.3,,,18.1,0.493952381,0.56806041,,,
1945,10,2.3,,,18.1,0.493952381,0.56806041,82,9,Truman
1945,11,2.3,,,18.1,0.493952381,0.56806041,75,14,Truman
1945,12,2.2,,,18.2,0.493952381,0.56806041,,,
1946,1,2.2,,,18.2,,,63,22,Truman
1946,2,1.7,,,18.1,,,,,
1946,3,2.8,,,18.3,,,51,33,Truman
1946,3,2.8,,,18.3,,,49,38,Truman
1946,4,3.4,,,18.4,,,,,
1946,5,3.4,,,18.5,,,,,
1946,6,3.3,,,,,,43,45,Truman
1946,6,3.3,,,,,,45,42,Truman
1946,7,9.4,,,,,,,,
1946,8,11.6,,,20.2,,,,,
1946,9,12.7,,,20.4,,,33,52,Truman
1946,10,14.9,,,20.8,,,,,
1946,11,17.7,,,21.3,,,34,53,Truman
1946,12,18.1,,,21.5,,,35,47,Truman
1947,1,18.1,,,21.5,0.484316229,0.522668616,48,39,Truman
1947,2,18.8,,,21.5,0.484316229,0.522668616,,,
1947,3,19.7,,,21.9,0.484316229,0.522668616,63,21,Truman
1947,3,19.7,,,21.9,0.484316229,0.522668616,60,23,Truman
1947,4,19,,,21.9,0.484316229,0.522668616,57,25,Truman
1947,5,18.4,,,21.9,0.484316229,0.522668616,65,24,Truman
1947,6,17.6,,,,0.484316229,0.522668616,55,31,Truman
1947,7,12.1,,,,0.484316229,0.522668616,61,28,Truman
1947,8,11.4,,,22.5,0.484316229,0.522668616,,,
1947,9,12.7,,,23.0,0.484316229,0.522668616,55,29,Truman
1947,10,10.6,,,23.0,0.484316229,0.522668616,,,
1947,11,8.5,,,23.1,0.484316229,0.522668616,54,33,Truman
1947,12,8.8,,,23.4,0.484316229,0.522668616,,,
1948,1,10.2,,3.4,23.7,,,53,32,Truman
1948,2,9.3,,3.8,23.5,,,,,
1948,3,6.8,,4.0,23.4,,,,,
1948,4,8.7,,3.9,23.8,,,36,50,Truman
1948,5,9.1,,3.5,23.9,,,39,47,Truman
1948,6,9.5,,3.6,,,,40,44,Truman
1948,7,9.9,,3.6,,,,,,
1948,8,8.9,,3.9,24.5,,,,,
1948,9,6.5,,3.8,24.5,,,,,
1948,10,6.1,,3.7,24.4,,,,,
1948,11,4.8,,3.8,24.2,,,,,
1948,12,3,,4.0,24.1,,,,,
1949,1,1.3,,4.3,24.0,0.505925358,0.55257497,69,17,Truman
1949,2,1.3,,4.7,23.8,0.505925358,0.55257497,,,
1949,3,1.7,,5.0,23.8,0.505925358,0.55257497,57,24,Truman
1949,4,0.4,,5.3,23.9,0.505925358,0.55257497,,,
1949,5,-0.4,,6.1,23.8,0.505925358,0.55257497,51,32,Truman
1949,6,-0.8,,6.2,,0.505925358,0.55257497,57,27,Truman
1949,7,-2.9,,6.7,,0.505925358,0.55257497,,,
1949,8,-2.9,,6.8,23.8,0.505925358,0.55257497,,,
1949,9,-2.4,,6.6,23.9,0.505925358,0.55257497,50,35,Truman
1949,9,-2.4,,6.6,23.9,0.505925358,0.55257497,51,31,Truman
1949,9,-2.4,,6.6,23.9,0.505925358,0.55257497,45,38,Truman
1949,10,-2.9,,7.9,23.7,0.505925358,0.55257497,,,
1949,11,-1.7,,6.4,23.8,0.505925358,0.55257497,,,
1949,12,-2.1,,6.6,23.6,0.505925358,0.55257497,,,
1950,1,-2.1,,6.5,23.5,,,45,40,Truman
1950,2,-1.3,,6.4,23.5,,,37,44,Truman
1950,3,-0.8,,6.3,23.6,,,,,
1950,4,-1.3,,5.8,23.6,,,,,
1950,5,-0.4,,5.5,23.7,,,41,38,Truman
1950,6,-0.4,,5.4,,,,37,47,Truman
1950,7,1.7,,5.0,,,,46,40,Truman
1950,8,2.1,,4.5,24.3,,,43,32,Truman
1950,8,2.1,,4.5,24.3,,,39,45,Truman
1950,9,2.1,,4.4,24.4,,,35,47,Truman
1950,10,3.8,,4.2,24.6,,,39,46,Truman
1950,10,3.8,,4.2,24.6,,,41,46,Truman
1950,10,3.8,,4.2,24.6,,,43,36,Truman
1950,10,3.8,,4.2,24.6,,,35,50,Truman
1950,11,3.8,,4.2,24.7,,,,,
1950,12,5.9,,4.3,25.0,,,33,53,Truman
1951,1,8.1,,3.7,25.4,0.476333333,0.542352657,36,49,Truman
1951,2,9.4,,3.4,25.7,0.476333333,0.542352657,26,60,Truman
1951,3,9.3,,3.4,25.8,0.476333333,0.542352657,28,57,Truman
1951,3,9.3,,3.4,25.8,0.476333333,0.542352657,27,59,Truman
1951,4,9.3,,3.1,25.8,0.476333333,0.542352657,24,54,Truman
1951,5,9.3,,3.0,25.9,0.476333333,0.542352657,24,63,Truman
1951,6,8.8,,3.2,,0.476333333,0.542352657,25,59,Truman
1951,7,7.5,,3.1,,0.476333333,0.542352657,29,54,Truman
1951,8,6.6,,3.1,25.9,0.476333333,0.542352657,31,57,Truman
1951,9,7,,3.3,26.1,0.476333333,0.542352657,32,54,Truman
1951,10,6.5,,3.5,26.2,0.476333333,0.542352657,29,55,Truman
1951,11,6.9,,3.5,26.4,0.476333333,0.542352657,23,61,Truman
1951,12,6,,3.1,26.5,0.476333333,0.542352657,,,
1952,1,4.3,,3.2,26.5,,,25,62,Truman
1952,1,4.3,,3.2,26.5,,,23,67,Truman
1952,2,2.3,,3.1,26.3,,,22,64,Truman
1952,3,1.9,,2.9,26.3,,,,,
1952,4,2.3,,2.9,26.4,,,28,59,Truman
1952,5,1.9,,3.0,26.4,,,27,60,Truman
1952,6,2.3,,3.0,,,,32,58,Truman
1952,6,2.3,,3.0,,,,31,59,Truman
1952,7,3.1,,3.2,,,,29,59,Truman
1952,8,3.1,,3.4,26.7,,,,,
1952,9,2.3,,3.1,26.7,,,,,
1952,10,1.9,,3.0,26.7,,,32,55,Truman
1952,10,1.9,,3.0,26.7,,,31,57,Truman
1952,10,1.9,,3.0,26.7,,,33,55,Truman
1952,11,1.1,,2.8,26.7,,,,,
1952,12,0.8,,2.7,26.7,,,32,56,Truman
1953,1,0.4,,2.9,26.6,0.478588749,0.531001694,,,
1953,2,0.8,,2.6,26.5,0.478588749,0.531001694,67,8,Eisenhower
1953,2,0.8,,2.6,26.5,0.478588749,0.531001694,68,7,Eisenhower
1953,3,1.1,,2.6,26.6,0.478588749,0.531001694,74,8,Eisenhower
1953,4,0.8,,2.7,26.6,0.478588749,0.531001694,73,10,Eisenhower
1953,5,1.1,,2.5,26.7,0.478588749,0.531001694,74,10,Eisenhower
1953,6,1.1,,2.5,,0.478588749,0.531001694,,,
1953,7,0.4,,2.6,,0.478588749,0.531001694,73,13,Eisenhower
1953,7,0.4,,2.6,,0.478588749,0.531001694,69,15,Eisenhower
1953,8,0.7,,2.7,26.9,0.478588749,0.531001694,74,14,Eisenhower
1953,9,0.7,,2.9,26.9,0.478588749,0.531001694,61,20,Eisenhower
1953,10,1.1,,3.1,27.0,0.478588749,0.531001694,65,19,Eisenhower
1953,11,0.7,,3.5,26.9,0.478588749,0.531001694,59,25,Eisenhower
1953,11,0.7,,3.5,26.9,0.478588749,0.531001694,61,26,Eisenhower
1953,12,0.7,,4.5,26.9,0.478588749,0.531001694,69,22,Eisenhower
1954,1,1.1,,4.9,26.9,,,70,17,Eisenhower
1954,1,1.1,,4.9,26.9,,,71,19,Eisenhower
1954,2,1.5,,5.2,26.9,,,67,21,Eisenhower
1954,3,1.1,,5.7,26.9,,,66,22,Eisenhower
1954,4,0.8,,5.9,26.8,,,68,21,Eisenhower
1954,5,0.7,,5.9,26.9,,,61,24,Eisenhower
1954,5,0.7,,5.9,26.9,,,60,22,Eisenhower
1954,6,0.4,,5.6,,,,62,24,Eisenhower
1954,7,0.4,0.8,5.8,,,,75,20,Eisenhower
1954,7,0.4,0.8,5.8,,,,65,21,Eisenhower
1954,8,0,1.22,6.0,26.9,,,63,24,Eisenhower
1954,8,0,1.22,6.0,26.9,,,67,19,Eisenhower
1954,9,-0.4,1.07,6.1,26.8,,,66,21,Eisenhower
1954,10,-0.7,0.85,5.7,26.8,,,61,26,Eisenhower
1954,11,-0.4,0.83,5.3,26.8,,,57,23,Eisenhower
1954,12,-0.7,1.28,5.0,26.7,,,69,23,Eisenhower
1955,1,-0.7,1.39,4.9,26.7,0.510724656,0.556349104,70,17,Eisenhower
1955,1,-0.7,1.39,4.9,26.7,0.510724656,0.556349104,70,18,Eisenhower
1955,2,-0.7,1.29,4.7,26.7,0.510724656,0.556349104,73,15,Eisenhower
1955,3,-0.7,1.35,4.6,26.7,0.510724656,0.556349104,66,21,Eisenhower
1955,3,-0.7,1.35,4.6,26.7,0.510724656,0.556349104,71,17,Eisenhower
1955,4,-0.4,1.43,4.7,26.7,0.510724656,0.556349104,70,14,Eisenhower
