year,month,inflation,interest,unemployment,CPI,senate_pol,house_pol,approval,disapproval,president
2011,1,1.6,0.17,9.1,220.223,0.743617925,0.861326327,48,45,Obama
2011,2,2.1,0.16,9.0,221.309,0.743617925,0.861326327,48,44,Obama
2011,2,2.1,0.16,9.0,221.309,0.743617925,0.861326327,48,43,Obama
2011,2,2.1,0.16,9.0,221.309,0.743617925,0.861326327,48,43,Obama
2011,2,2.1,0.16,9.0,221.309,0.743617925,0.861326327,47,45,Obama
2011,3,2.7,0.14,9.0,223.467,0.743617925,0.861326327,48,44,Obama
2011,3,2.7,0.14,9.0,223.467,0.743617925,0.861326327,45,47,Obama
2011,3,2.7,0.14,9.0,223.467,0.743617925,0.861326327,48,44,Obama
2011,3,2.7,0.14,9.0,223.467,0.743617925,0.861326327,47,45,Obama
2011,3,2.7,0.14,9.0,223.467,0.743617925,0.861326327,46,46,Obama
2011,4,3.2,0.1,9.1,224.906,0.743617925,0.861326327,44,47,Obama
2011,4,3.2,0.1,9.1,224.906,0.743617925,0.861326327,43,48,Obama
2011,4,3.2,0.1,9.1,224.906,0.743617925,0.861326327,43,48,Obama
2011,4,3.2,0.1,9.1,224.906,0.743617925,0.861326327,45,46,Obama
2011,5,3.6,0.09,9.0,225.964,0.743617925,0.861326327,49,43,Obama
2011,5,3.6,0.09,9.0,225.964,0.743617925,0.861326327,50,43,Obama
2011,5,3.6,0.09,9.0,225.964,0.743617925,0.861326327,49,43,Obama
2011,5,3.6,0.09,9.0,225.964,0.743617925,0.861326327,51,40,Obama
2011,6,3.6,0.09,9.1,,0.743617925,0.861326327,46,47,Obama
2011,6,3.6,0.09,9.1,,0.743617925,0.861326327,43,49,Obama
2011,6,3.6,0.09,9.1,,0.743617925,0.861326327,47,45,Obama
2011,6,3.6,0.09,9.1,,0.743617925,0.861326327,46,44,Obama
2011,6,3.6,0.09,9.1,,0.743617925,0.861326327,50,42,Obama
2011,7,3.6,0.07,9.0,,0.743617925,0.861326327,42,49,Obama
2011,7,3.6,0.07,9.0,,0.743617925,0.861326327,43,48,Obama
2011,7,3.6,0.07,9.0,,0.743617925,0.861326327,44,48,Obama
2011,7,3.6,0.07,9.0,,0.743617925,0.861326327,46,45,Obama
2011,8,3.8,0.1,9.0,226.545,0.743617925,0.861326327,40,53,Obama
2011,8,3.8,0.1,9.0,226.545,0.743617925,0.861326327,40,53,Obama
2011,8,3.8,0.1,9.0,226.545,0.743617925,0.861326327,40,52,Obama
2011,8,3.8,0.1,9.0,226.545,0.743617925,0.861326327,42,50,Obama
2011,9,3.9,0.08,9.0,226.889,0.743617925,0.861326327,41,50,Obama
2011,9,3.9,0.08,9.0,226.889,0.743617925,0.861326327,41,51,Obama
2011,9,3.9,0.08,9.0,226.889,0.743617925,0.861326327,40,52,Obama
2011,9,3.9,0.08,9.0,226.889,0.743617925,0.861326327,43,49,Obama
2011,9,3.9,0.08,9.0,226.889,0.743617925,0.861326327,42,51,Obama
2011,10,3.5,0.07,8.8,226.421,0.743617925,0.861326327,43,49,Obama
2011,10,3.5,0.07,8.8,226.421,0.743617925,0.861326327,41,51,Obama
2011,10,3.5,0.07,8.8,226.421,0.743617925,0.861326327,41,52,Obama
2011,10,3.5,0.07,8.8,226.421,0.743617925,0.861326327,40,53,Obama
2011,11,3.4,0.08,8.6,226.23,0.743617925,0.861326327,43,49,Obama
2011,11,3.4,0.08,8.6,226.23,0.743617925,0.861326327,43,49,Obama
2011,11,3.4,0.08,8.6,226.23,0.743617925,0.861326327,43,48,Obama
2011,11,3.4,0.08,8.6,226.23,0.743617925,0.861326327,43,50,Obama
2011,12,3,0.07,8.5,225.672,0.743617925,0.861326327,42,49,Obama
2011,12,3,0.07,8.5,225.672,0.743617925,0.861326327,45,47,Obama
2011,12,3,0.07,8.5,225.672,0.743617925,0.861326327,42,50,Obama
2011,12,3,0.07,8.5,225.672,0.743617925,0.861326327,43,50,Obama
2011,12,3,0.07,8.5,225.672,0.743617925,0.861326327,42,50,Obama
2012,1,2.9,0.08,8.3,226.655,,,45,48,Obama
2012,1,2.9,0.08,8.3,226.655,,,45,46,Obama
2012,1,2.9,0.08,8.3,226.655,,,45,47,Obama
2012,1,2.9,0.08,8.3,226.655,,,46,47,Obama
2012,2,2.9,0.1,8.3,227.663,,,45,47,Obama
2012,2,2.9,0.1,8.3,227.663,,,45,47,Obama
2012,2,2.9,0.1,8.3,227.663,,,47,47,Obama
2012,2,2.9,0.1,8.3,227.663,,,46,47,Obama
2012,3,2.7,0.13,8.2,229.392,,,46,45,Obama
2012,3,2.7,0.13,8.2,229.392,,,46,45,Obama
2012,3,2.7,0.13,8.2,229.392,,,46,47,Obama
2012,3,2.7,0.13,8.2,229.392,,,48,44,Obama
2012,3,2.7,0.13,8.2,229.392,,,45,48,Obama
2012,4,2.3,0.14,8.2,230.085,,,48,46,Obama
2012,4,2.3,0.14,8.2,230.085,,,48,46,Obama
2012,4,2.3,0.14,8.2,230.085,,,47,46,Obama
2012,4,2.3,0.14,8.2,230.085,,,47,46,Obama
2012,5,1.7,0.16,8.2,229.815,,,46,46,Obama
2012,5,1.7,0.16,8.2,229.815,,,48,46,Obama
2012,5,1.7,0.16,8.2,229.815,,,47,46,Obama
2012,5,1.7,0.16,8.2,229.815,,,47,47,Obama
2012,5,1.7,0.16,8.2,229.815,,,48,46,Obama
2012,6,1.7,0.16,8.2,,,,47,46,Obama
2012,6,1.7,0.16,8.2,,,,46,48,Obama
2012,6,1.7,0.16,8.2,,,,46,48,Obama
2012,6,1.7,0.16,8.2,,,,47,46,Obama
2012,7,1.4,0.16,8.2,,,,47,47,Obama
2012,7,1.4,0.16,8.2,,,,45,48,Obama
2012,7,1.4,0.16,8.2,,,,46,47,Obama
2012,7,1.4,0.16,8.2,,,,45,46,Obama
2012,8,1.7,0.13,8.1,230.379,,,44,47,Obama
2012,8,1.7,0.13,8.1,230.379,,,46,47,Obama
2012,8,1.7,0.13,8.1,230.379,,,45,49,Obama
2012,8,1.7,0.13,8.1,230.379,,,45,49,Obama
2012,8,1.7,0.13,8.1,230.379,,,45,48,Obama
2012,9,2,0.14,7.8,231.407,,,48,45,Obama
2012,9,2,0.14,7.8,231.407,,,49,45,Obama
2012,9,2,0.14,7.8,231.407,,,50,44,Obama
2012,9,2,0.14,7.8,231.407,,,50,44,Obama
2012,10,2.2,0.16,7.8,231.317,,,50,45,Obama
2012,10,2.2,0.16,7.8,231.317,,,50,45,Obama
2012,10,2.2,0.16,7.8,231.317,,,50,45,Obama
2012,10,2.2,0.16,7.8,231.317,,,52,43,Obama
2012,11,1.8,0.16,7.7,230.221,,,51,42,Obama
2012,11,1.8,0.16,7.7,230.221,,,52,40,Obama
2012,11,1.8,0.16,7.7,230.221,,,53,41,Obama
2012,11,1.8,0.16,7.7,230.221,,,51,43,Obama
2012,11,1.8,0.16,7.7,230.221,,,52,45,Obama
2012,12,1.7,0.16,7.9,229.601,,,53,41,Obama
2012,12,1.7,0.16,7.9,229.601,,,57,37,Obama
2012,12,1.7,0.16,7.9,229.601,,,52,40,Obama
2012,12,1.7,0.16,7.9,229.601,,,50,44,Obama
2013,1,1.6,0.14,8.0,230.28,0.796863463,0.867548529,53,42,Obama
2013,1,1.6,0.14,8.0,230.28,0.796863463,0.867548529,52,43,Obama
2013,1,1.6,0.14,8.0,230.28,0.796863463,0.867548529,50,43,Obama
2013,1,1.6,0.14,8.0,230.28,0.796863463,0.867548529,54,41,Obama
2013,1,1.6,0.14,8.0,230.28,0.796863463,0.867548529,53,40,Obama
2013,2,2,0.15,7.7,232.166,0.796863463,0.867548529,49,44,Obama
2013,2,2,0.15,7.7,232.166,0.796863463,0.867548529,51,42,Obama
2013,2,2,0.15,7.7,232.166,0.796863463,0.867548529,51,43,Obama
2013,2,2,0.15,7.7,232.166,0.796863463,0.867548529,52,42,Obama
2013,3,1.5,0.14,7.5,232.773,0.796863463,0.867548529,48,45,Obama
2013,3,1.5,0.14,7.5,232.773,0.796863463,0.867548529,47,45,Obama
2013,3,1.5,0.14,7.5,232.773,0.796863463,0.867548529,48,46,Obama
2013,3,1.5,0.14,7.5,232.773,0.796863463,0.867548529,49,44,Obama
2013,4,1.1,0.15,7.6,232.531,0.796863463,0.867548529,51,42,Obama
2013,4,1.1,0.15,7.6,232.531,0.796863463,0.867548529,50,43,Obama
2013,4,1.1,0.15,7.6,232.531,0.796863463,0.867548529,49,45,Obama
2013,4,1.1,0.15,7.6,232.531,0.796863463,0.867548529,48,45,Obama
2013,5,1.4,0.11,7.5,232.945,0.796863463,0.867548529,48,44,Obama
2013,5,1.4,0.11,7.5,232.945,0.796863463,0.867548529,49,44,Obama
2013,5,1.4,0.11,7.5,232.945,0.796863463,0.867548529,49,44,Obama
2013,5,1.4,0.11,7.5,232.945,0.796863463,0.867548529,49,44,Obama
2013,5,1.4,0.11,7.5,232.945,0.796863463,0.867548529,50,44,Obama
2013,6,1.8,0.09,7.5,,0.796863463,0.867548529,47,45,Obama
2013,6,1.8,0.09,7.5,,0.796863463,0.867548529,46,46,Obama
2013,6,1.8,0.09,7.5,,0.796863463,0.867548529,47,46,Obama
2013,6,1.8,0.09,7.5,,0.796863463,0.867548529,48,45,Obama
2013,7,2,0.09,7.3,,0.796863463,0.867548529,46,47,Obama
2013,7,2,0.09,7.3,,0.796863463,0.867548529,47,46,Obama
2013,7,2,0.09,7.3,,0.796863463,0.867548529,46,47,Obama
2013,7,2,0.09,7.3,,0.796863463,0.867548529,46,46,Obama
2013,8,1.5,0.08,7.2,233.877,0.796863463,0.867548529,44,48,Obama
2013,8,1.5,0.08,7.2,233.877,0.796863463,0.867548529,46,46,Obama
2013,8,1.5,0.08,7.2,233.877,0.796863463,0.867548529,46,45,Obama
2013,8,1.5,0.08,7.2,233.877,0.796863463,0.867548529,44,48,Obama
2013,8,1.5,0.08,7.2,233.877,0.796863463,0.867548529,45,48,Obama
2013,9,1.2,0.08,7.2,234.149,0.796863463,0.867548529,45,48,Obama
2013,9,1.2,0.08,7.2,234.149,0.796863463,0.867548529,44,47,Obama
2013,9,1.2,0.08,7.2,234.149,0.796863463,0.867548529,45,46,Obama
2013,9,1.2,0.08,7.2,234.149,0.796863463,0.867548529,44,48,Obama
2013,10,1,0.09,7.2,233.546,0.796863463,0.867548529,41,52,Obama
2013,10,1,0.09,7.2,233.546,0.796863463,0.867548529,43,50,Obama
2013,10,1,0.09,7.2,233.546,0.796863463,0.867548529,43,51,Obama
2013,10,1,0.09,7.2,233.546,0.796863463,0.867548529,42,52,Obama
2013,10,1,0.09,7.2,233.546,0.796863463,0.867548529,44,50,Obama
2013,11,1.2,0.08,6.9,233.069,0.796863463,0.867548529,42,52,Obama
2013,11,1.2,0.08,6.9,233.069,0.796863463,0.867548529,40,53,Obama
2013,11,1.2,0.08,6.9,233.069,0.796863463,0.867548529,41,52,Obama
2013,11,1.2,0.08,6.9,233.069,0.796863463,0.867548529,41,52,Obama
2013,12,1.5,0.09,6.7,233.049,0.796863463,0.867548529,43,51,Obama
2013,12,1.5,0.09,6.7,233.049,0.796863463,0.867548529,40,52,Obama
2013,12,1.5,0.09,6.7,233.049,0.796863463,0.867548529,42,50,Obama
2013,12,1.5,0.09,6.7,233.049,0.796863463,0.867548529,41,51,Obama
2014,1,1.6,0.07,6.6,233.916,,,42,50,Obama
2014,1,1.6,0.07,6.6,233.916,,,42,50,Obama
2014,1,1.6,0.07,6.6,233.916,,,40,52,Obama
2014,1,1.6,0.07,6.6,233.916,,,41,51,Obama
2014,1,1.6,0.07,6.6,233.916,,,41,53,Obama
2014,2,1.1,0.07,6.7,234.781,,,42,54,Obama
2014,2,1.1,0.07,6.7,234.781,,,45,51,Obama
2014,2,1.1,0.07,6.7,234.781,,,40,53,Obama
2014,2,1.1,0.07,6.7,234.781,,,41,51,Obama
2014,3,1.5,0.08,6.7,236.293,,,43,52,Obama
2014,3,1.5,0.08,6.7,236.293,,,44,51,Obama
2014,3,1.5,0.08,6.7,236.293,,,40,54,Obama
2014,3,1.5,0.08,6.7,236.293,,,43,53,Obama
2014,4,2,0.09,6.2,237.072,,,44,50,Obama
2014,4,2,0.09,6.2,237.072,,,44,50,Obama
2014,4,2,0.09,6.2,237.072,,,43,51,Obama
2014,4,2,0.09,6.2,237.072,,,44,51,Obama
2014,5,2.1,0.09,6.3,237.9,,,44,51,Obama
2014,5,2.1,0.09,6.3,237.9,,,43,52,Obama
2014,5,2.1,0.09,6.3,237.9,,,44,51,Obama
2014,5,2.1,0.09,6.3,237.9,,,45,50,Obama
2014,5,2.1,0.09,6.3,237.9,,,44,50,Obama
2014,6,2.1,0.1,6.1,,,,42,52,Obama
2014,6,2.1,0.1,6.1,,,,41,55,Obama
2014,6,2.1,0.1,6.1,,,,42,52,Obama
2014,6,2.1,0.1,6.1,,,,44,50,Obama
2014,7,2,0.09,6.2,,,,42,54,Obama
2014,7,2,0.09,6.2,,,,41,53,Obama
2014,7,2,0.09,6.2,,,,43,51,Obama
2014,7,2,0.09,6.2,,,,42,53,Obama
2014,7,2,0.09,6.2,,,,43,52,Obama
2014,8,1.7,0.09,6.1,237.852,,,41,53,Obama
2014,8,1.7,0.09,6.1,237.852,,,43,51,Obama
2014,8,1.7,0.09,6.1,237.852,,,41,53,Obama
2014,8,1.7,0.09,6.1,237.852,,,42,53,Obama
2014,9,1.7,0.09,5.9,238.031,,,42,52,Obama
2014,9,1.7,0.09,5.9,238.031,,,43,52,Obama
2014,9,1.7,0.09,5.9,238.031,,,41,54,Obama
2014,9,1.7,0.09,5.9,238.031,,,40,53,Obama
2014,10,1.7,0.09,5.7,237.433,,,42,53,Obama
2014,10,1.7,0.09,5.7,237.433,,,42,53,Obama
2014,10,1.7,0.09,5.7,237.433,,,41,54,Obama
2014,10,1.7,0.09,5.7,237.433,,,41,55,Obama
2014,10,1.7,0.09,5.7,237.433,,,43,53,Obama
2014,11,1.3,0.09,5.8,236.151,,,43,52,Obama
2014,11,1.3,0.09,5.8,236.151,,,42,53,Obama
2014,11,1.3,0.09,5.8,236.151,,,42,52,Obama
2014,11,1.3,0.09,5.8,236.151,,,40,54,Obama
2014,12,0.8,0.12,5.6,234.812,,,44,50,Obama
2014,12,0.8,0.12,5.6,234.812,,,45,51,Obama
2014,12,0.8,0.12,5.6,234.812,,,43,52,Obama
2014,12,0.8,0.12,5.6,234.812,,,43,52,Obama
2015,1,-0.1,0.11,5.7,233.707,0.813010943,0.876253261,47,48,Obama
2015,1,-0.1,0.11,5.7,233.707,0.813010943,0.876253261,49,47,Obama
2015,1,-0.1,0.11,5.7,233.707,0.813010943,0.876253261,46,49,Obama
2015,1,-0.1,0.11,5.7,233.707,0.813010943,0.876253261,46,48,Obama
2015,1,-0.1,0.11,5.7,233.707,0.813010943,0.876253261,46,48,Obama
2015,2,0,0.11,5.5,234.722,0.813010943,0.876253261,45,50,Obama
2015,2,0,0.11,5.5,234.722,0.813010943,0.876253261,46,49,Obama
2015,2,0,0.11,5.5,234.722,0.813010943,0.876253261,47,48,Obama
2015,2,0,0.11,5.5,234.722,0.813010943,0.876253261,46,49,Obama
2015,3,-0.1,0.11,5.4,236.119,0.813010943,0.876253261,46,49,Obama
2015,3,-0.1,0.11,5.4,236.119,0.813010943,0.876253261,45,50,Obama
2015,3,-0.1,0.11,5.4,236.119,0.813010943,0.876253261,47,48,Obama
2015,3,-0.1,0.11,5.4,236.119,0.813010943,0.876253261,46,49,Obama
2015,4,-0.2,0.12,5.4,236.599,0.813010943,0.876253261,48,48,Obama
2015,4,-0.2,0.12,5.4,236.599,0.813010943,0.876253261,45,49,Obama
2015,4,-0.2,0.12,5.4,236.599,0.813010943,0.876253261,46,50,Obama
2015,4,-0.2,0.12,5.4,236.599,0.813010943,0.876253261,48,48,Obama
2015,4,-0.2,0.12,5.4,236.599,0.813010943,0.876253261,47,48,Obama
2015,5,0,0.12,5.6,237.805,0.813010943,0.876253261,47,49,Obama
2015,5,0,0.12,5.6,237.805,0.813010943,0.876253261,46,49,Obama
2015,5,0,0.12,5.6,237.805,0.813010943,0.876253261,47,49,Obama
2015,5,0,0.12,5.6,237.805,0.813010943,0.876253261,47,48,Obama
2015,6,0.1,0.13,5.3,,0.813010943,0.876253261,47,49,Obama
2015,6,0.1,0.13,5.3,,0.813010943,0.876253261,45,50,Obama
2015,6,0.1,0.13,5.3,,0.813010943,0.876253261,45,49,Obama
2015,6,0.1,0.13,5.3,,0.813010943,0.876253261,46,49,Obama
2015,7,0.2,0.13,5.2,,0.813010943,0.876253261,46,49,Obama
2015,7,0.2,0.13,5.2,,0.813010943,0.876253261,46,50,Obama
2015,7,0.2,0.13,5.2,,0.813010943,0.876253261,46,48,Obama
2015,7,0.2,0.13,5.2,,0.813010943,0.876253261,46,49,Obama
2015,7,0.2,0.13,5.2,,0.813010943,0.876253261,46,49,Obama
2015,8,0.2,0.14,5.1,238.316,0.813010943,0.876253261,46,50,Obama
2015,8,0.2,0.14,5.1,238.316,0.813010943,0.876253261,44,51,Obama
2015,8,0.2,0.14,5.1,238.316,0.813010943,0.876253261,46,49,Obama
2015,8,0.2,0.14,5.1,238.316,0.813010943,0.876253261,46,50,Obama
2015,9,0,0.14,5.0,237.945,0.813010943,0.876253261,48,49,Obama
2015,9,0,0.14,5.0,237.945,0.813010943,0.876253261,46,51,Obama
2015,9,0,0.14,5.0,237.945,0.813010943,0.876253261,46,49,Obama
2015,9,0,0.14,5.0,237.945,0.813010943,0.876253261,46,50,Obama
2015,10,0.2,0.12,5.0,237.838,0.813010943,0.876253261,47,49,Obama
2015,10,0.2,0.12,5.0,237.838,0.813010943,0.876253261,46,50,Obama
2015,10,0.2,0.12,5.0,237.838,0.813010943,0.876253261,46,50,Obama
2015,10,0.2,0.12,5.0,237.838,0.813010943,0.876253261,46,50,Obama
2015,10,0.2,0.12,5.0,237.838,0.813010943,0.876253261,47,49,Obama
2015,11,0.5,0.12,5.1,237.336,0.813010943,0.876253261,46,49,Obama
2015,11,0.5,0.12,5.1,237.336,0.813010943,0.876253261,44,52,Obama
2015,11,0.5,0.12,5.1,237.336,0.813010943,0.876253261,49,47,Obama
2015,11,0.5,0.12,5.1,237.336,0.813010943,0.876253261,49,48,Obama
2015,12,0.7,0.24,5.0,236.525,0.813010943,0.876253261,45,52,Obama
2015,12,0.7,0.24,5.0,236.525,0.813010943,0.876253261,48,49,Obama
2015,12,0.7,0.24,5.0,236.525,0.813010943,0.876253261,45,51,Obama
2015,12,0.7,0.24,5.0,236.525,0.813010943,0.876253261,45,50,Obama
2015,12,0.7,0.24,5.0,236.525,0.813010943,0.876253261,47,49,Obama
2016,1,1.4,0.34,4.8,236.916,,,48,48,Obama
2016,1,1.4,0.34,4.8,236.916,,,48,47,Obama
2016,1,1.4,0.34,4.8,236.916,,,48,47,Obama
2016,1,1.4,0.34,4.8,236.916,,,47,49,Obama
2016,2,1,0.38,4.9,237.111,,,48,47,Obama
2016,2,1,0.38,4.9,237.111,,,48,48,Obama
2016,2,1,0.38,4.9,237.111,,,48,48,Obama
2016,2,1,0.38,4.9,237.111,,,47,50,Obama
2016,3,0.9,0.36,5.0,238.132,,,51,45,Obama
2016,3,0.9,0.36,5.0,238.132,,,53,44,Obama
2016,3,0.9,0.36,5.0,238.132,,,50,46,Obama
2016,3,0.9,0.36,5.0,238.132,,,51,45,Obama
2016,3,0.9,0.36,5.0,238.132,,,50,46,Obama
2016,4,1.1,0.37,5.1,239.261,,,51,46,Obama
2016,4,1.1,0.37,5.1,239.261,,,51,45,Obama
2016,4,1.1,0.37,5.1,239.261,,,48,47,Obama
2016,4,1.1,0.37,5.1,239.261,,,51,45,Obama
2016,5,1,0.37,4.8,240.236,,,52,44,Obama
2016,5,1,0.37,4.8,240.236,,,51,45,Obama
2016,5,1,0.37,4.8,240.236,,,51,45,Obama
2016,5,1,0.37,4.8,240.236,,,52,44,Obama
2016,6,1,0.38,4.9,,,,51,45,Obama
2016,6,1,0.38,4.9,,,,50,46,Obama
2016,6,1,0.38,4.9,,,,53,44,Obama
2016,6,1,0.38,4.9,,,,53,43,Obama
2016,6,1,0.38,4.9,,,,51,44,Obama
2016,7,0.8,0.39,4.8,,,,53,44,Obama
2016,7,0.8,0.39,4.8,,,,49,47,Obama
2016,7,0.8,0.39,4.8,,,,49,46,Obama
2016,7,0.8,0.39,4.8,,,,51,45,Obama
2016,8,1.1,0.4,4.9,240.853,,,51,45,Obama
2016,8,1.1,0.4,4.9,240.853,,,51,44,Obama
2016,8,1.1,0.4,4.9,240.853,,,52,44,Obama
2016,8,1.1,0.4,4.9,240.853,,,52,45,Obama
2016,9,1.5,0.4,5.0,241.428,,,53,44,Obama
2016,9,1.5,0.4,5.0,241.428,,,53,43,Obama
2016,9,1.5,0.4,5.0,241.428,,,52,44,Obama
2016,9,1.5,0.4,5.0,241.428,,,51,45,Obama
2016,9,1.5,0.4,5.0,241.428,,,52,44,Obama
2016,10,1.6,0.4,4.9,241.729,,,54,44,Obama
2016,10,1.6,0.4,4.9,241.729,,,55,42,Obama
2016,10,1.6,0.4,4.9,241.729,,,54,43,Obama
2016,10,1.6,0.4,4.9,241.729,,,52,45,Obama
2016,11,1.7,0.41,4.7,241.353,,,56,40,Obama
2016,11,1.7,0.41,4.7,241.353,,,56,41,Obama
2016,11,1.7,0.41,4.7,241.353,,,57,41,Obama
2016,11,1.7,0.41,4.7,241.353,,,53,45,Obama
2016,12,2.1,0.54,4.7,241.432,,,55,40,Obama
2016,12,2.1,0.54,4.7,241.432,,,56,40,Obama
2016,12,2.1,0.54,4.7,241.432,,,56,40,Obama
2016,12,2.1,0.54,4.7,241.432,,,57,40,Obama
2016,12,2.1,0.54,4.7,241.432,,,54,43,Obama
2017,1,2.5,0.65,4.7,242.839,0.826032197,0.881209,45,47,Trump
2017,1,2.5,0.65,4.7,242.839,0.826032197,0.881209,59,37,Obama
2017,1,2.5,0.65,4.7,242.839,0.826032197,0.881209,57,39,Obama
2017,1,2.5,0.65,4.7,242.839,0.826032197,0.881209,55,42,Obama
2017,2,2.7,0.66,4.6,243.603,0.826032197,0.881209,42,53,Trump
2017,2,2.7,0.66,4.6,243.603,0.826032197,0.881209,40,54,Trump
2017,2,2.7,0.66,4.6,243.603,0.826032197,0.881209,41,53,Trump
2017,2,2.7,0.66,4.6,243.603,0.826032197,0.881209,43,52,Trump
2017,3,2.4,0.79,4.4,243.801,0.826032197,0.881209,38,57,Trump
2017,3,2.4,0.79,4.4,243.801,0.826032197,0.881209,39,56,Trump
2017,3,2.4,0.79,4.4,243.801,0.826032197,0.881209,40,55,Trump
2017,3,2.4,0.79,4.4,243.801,0.826032197,0.881209,42,52,Trump
2017,3,2.4,0.79,4.4,243.801,0.826032197,0.881209,43,51,Trump
2017,4,2.2,0.9,4.4,244.524,0.826032197,0.881209,41,54,Trump
2017,4,2.2,0.9,4.4,244.524,0.826032197,0.881209,41,52,Trump
2017,4,2.2,0.9,4.4,244.524,0.826032197,0.881209,40,54,Trump
2017,4,2.2,0.9,4.4,244.524,0.826032197,0.881209,40,53,Trump
2017,5,1.9,0.91,4.4,244.733,0.826032197,0.881209,41,54,Trump
2017,5,1.9,0.91,4.4,244.733,0.826032197,0.881209,38,56,Trump
2017,5,1.9,0.91,4.4,244.733,0.826032197,0.881209,38,56,Trump
2017,5,1.9,0.91,4.4,244.733,0.826032197,0.881209,42,53,Trump
2017,6,1.6,1.04,4.3,,0.826032197,0.881209,39,56,Trump
2017,6,1.6,1.04,4.3,,0.826032197,0.881209,39,56,Trump
2017,6,1.6,1.04,4.3,,0.826032197,0.881209,38,57,Trump
2017,6,1.6,1.04,4.3,,0.826032197,0.881209,37,58,Trump
2017,6,1.6,1.04,4.3,,0.826032197,0.881209,38,56,Trump
2017,7,1.7,1.15,4.3,,0.826032197,0.881209,38,57,Trump
2017,7,1.7,1.15,4.3,,0.826032197,0.881209,37,58,Trump
2017,7,1.7,1.15,4.3,,0.826032197,0.881209,39,56,Trump
2017,7,1.7,1.15,4.3,,0.826032197,0.881209,38,57,Trump
2017,8,1.9,1.16,4.4,245.519,0.826032197,0.881209,36,59,Trump
2017,8,1.9,1.16,4.4,245.519,0.826032197,0.881209,35,60,Trump
2017,8,1.9,1.16,4.4,245.519,0.826032197,0.881209,37,58,Trump
2017,8,1.9,1.16,4.4,245.519,0.826032197,0.881209,36,58,Trump
2017,8,1.9,1.16,4.4,245.519,0.826032197,0.881209,37,58,Trump
2017,9,2.2,1.15,4.3,246.819,0.826032197,0.881209,37,58,Trump
2017,9,2.2,1.15,4.3,246.819,0.826032197,0.881209,38,55,Trump
2017,9,2.2,1.15,4.3,246.819,0.826032197,0.881209,38,57,Trump
2017,9,2.2,1.15,4.3,246.819,0.826032197,0.881209,37,57,Trump
2017,10,2,1.15,4.2,246.663,0.826032197,0.881209,35,60,Trump
2017,10,2,1.15,4.2,246.663,0.826032197,0.881209,36,58,Trump
2017,10,2,1.15,4.2,246.663,0.826032197,0.881209,37,57,Trump
2017,10,2,1.15,4.2,246.663,0.826032197,0.881209,38,56,Trump
2017,11,2.2,1.16,4.2,246.669,0.826032197,0.881209,35,59,Trump
2017,11,2.2,1.16,4.2,246.669,0.826032197,0.881209,37,56,Trump
2017,11,2.2,1.16,4.2,246.669,0.826032197,0.881209,38,57,Trump
2017,11,2.2,1.16,4.2,246.669,0.826032197,0.881209,38,56,Trump
2017,11,2.2,1.16,4.2,246.669,0.826032197,0.881209,38,58,Trump
2017,12,2.1,1.3,4.1,246.524,0.826032197,0.881209,39,55,Trump
2017,12,2.1,1.3,4.1,246.524,0.826032197,0.881209,37,57,Trump
2017,12,2.1,1.3,4.1,246.524,0.826032197,0.881209,35,60,Trump
2017,12,2.1,1.3,4.1,246.524,0.826032197,0.881209,36,59,Trump
2018,1,2.1,1.41,4.0,247.867,,,38,58,Trump
2018,1,2.1,1.41,4.0,247.867,,,36,59,Trump
2018,1,2.1,1.41,4.0,247.867,,,38,57,Trump
2018,1,2.1,1.41,4.0,247.867,,,37,58,Trump
2018,2,2.2,1.42,4.1,248.991,,,39,56,Trump
2018,2,2.2,1.42,4.1,248.991,,,37,59,Trump
2018,2,2.2,1.42,4.1,248.991,,,40,57,Trump
2018,2,2.2,1.42,4.1,248.991,,,40,57,Trump
2018,3,2.4,1.51,4.0,249.554,,,39,56,Trump
2018,3,2.4,1.51,4.0,249.554,,,39,55,Trump
2018,3,2.4,1.51,4.0,249.554,,,40,56,Trump
2018,3,2.4,1.51,4.0,249.554,,,39,56,Trump
2018,3,2.4,1.51,4.0,249.554,,,39,55,Trump
2018,4,2.5,1.69,4.0,250.546,,,42,53,Trump
2018,4,2.5,1.69,4.0,250.546,,,39,55,Trump
2018,4,2.5,1.69,4.0,250.546,,,39,55,Trump
2018,4,2.5,1.69,4.0,250.546,,,41,54,Trump
2018,5,2.8,1.7,3.8,251.588,,,41,55,Trump
2018,5,2.8,1.7,3.8,251.588,,,40,55,Trump
2018,5,2.8,1.7,3.8,251.588,,,42,54,Trump
2018,5,2.8,1.7,3.8,251.588,,,43,52,Trump
2018,5,2.8,1.7,3.8,251.588,,,42,52,Trump
2018,6,2.9,1.82,4.0,,,,42,53,Trump
2018,6,2.9,1.82,4.0,,,,41,55,Trump
2018,6,2.9,1.82,4.0,,,,45,50,Trump
2018,6,2.9,1.82,4.0,,,,42,54,Trump
2018,7,2.9,1.91,3.8,,,,40,55,Trump
2018,7,2.9,1.91,3.8,,,,42,54,Trump
2018,7,2.9,1.91,3.8,,,,43,52,Trump
2018,7,2.9,1.91,3.8,,,,41,56,Trump
2018,8,2.7,1.91,3.8,252.146,,,41,53,Trump
2018,8,2.7,1.91,3.8,252.146,,,41,54,Trump
2018,8,2.7,1.91,3.8,252.146,,,42,52,Trump
