https://www.presidency.ucsb.edu/statistics/data/presidential-job-approval-all-data,,,,,
Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
7/29/1966,8/3/1966,51,38,11,Johnson
7/8/1966,7/13/1966,56,30,14,Johnson
6/16/1966,6/21/1966,48,39,13,Johnson
5/19/1966,5/24/1966,50,33,17,Johnson
5/5/1966,5/10/1966,46,34,20,Johnson
4/14/1966,4/19/1966,54,33,13,Johnson
3/24/1966,3/29/1966,57,28,15,Johnson
3/3/1966,3/8/1966,58,28,14,Johnson
2/10/1966,2/15/1966,56,34,10,Johnson
1/21/1966,1/26/1966,61,27,12,Johnson
12/31/1965,1/5/1966,59,24,17,Johnson
12/11/1965,12/16/1965,63,26,11,Johnson
11/18/1965,11/23/1965,62,22,16,Johnson
10/29/1965,11/2/1965,65,22,13,Johnson
10/8/1965,10/13/1965,66,21,13,Johnson
9/16/1965,9/21/1965,63,24,13,Johnson
8/27/1965,9/1/1965,64,25,11,Johnson
8/5/1965,8/10/1965,65,22,13,Johnson
7/16/1965,7/21/1965,65,20,15,Johnson
6/24/1965,6/29/1965,65,21,14,Johnson
6/4/1965,6/9/1965,69,19,12,Johnson
5/13/1965,5/18/1965,70,18,12,Johnson
4/23/1965,4/28/1965,64,22,14,Johnson
4/2/1965,4/7/1965,67,22,11,Johnson
3/18/1965,3/23/1965,69,21,10,Johnson
3/11/1965,3/16/1965,68,18,14,Johnson
2/19/1965,2/24/1965,68,18,14,Johnson
1/28/1965,2/2/1965,70,15,15,Johnson
1/7/1965,1/12/1965,71,15,14,Johnson
12/11/1964,12/16/1964,69,18,13,Johnson
11/20/1964,11/25/1964,70,19,11,Johnson
6/25/1964,6/30/1964,74,15,11,Johnson
6/11/1964,6/16/1964,74,14,12,Johnson
6/4/1964,6/9/1964,74,12,14,Johnson
5/22/1964,5/27/1964,74,13,13,Johnson
5/6/1964,5/11/1964,75,10,15,Johnson
4/24/1964,4/29/1964,75,11,14,Johnson
3/27/1964,4/1/1964,75,12,13,Johnson
3/13/1964,3/18/1964,77,9,14,Johnson
2/28/1964,3/4/1964,79,9,12,Johnson
2/13/1964,2/18/1964,73,9,18,Johnson
1/30/1964,2/5/1964,76,8,16,Johnson
1/2/1964,1/7/1964,77,5,18,Johnson
12/12/1963,12/17/1963,74,4,22,Johnson
12/5/1963,12/10/1963,78,2,20,Johnson
11/8/1963,11/13/1963,58,30,12,Kennedy
10/11/1963,10/16/1963,58,29,13,Kennedy
9/12/1963,9/17/1963,56,29,15,Kennedy
8/15/1963,8/20/1963,62,26,12,Kennedy
7/18/1963,7/23/1963,61,27,12,Kennedy
6/21/1963,6/26/1963,61,26,13,Kennedy
5/23/1963,5/28/1963,64,24,12,Kennedy
5/8/1963,5/13/1963,65,23,12,Kennedy
5/2/1963,5/7/1963,64,25,11,Kennedy
4/4/1963,4/9/1963,66,21,13,Kennedy
3/8/1963,3/12/1963,67,20,13,Kennedy
2/7/1963,2/12/1963,70,18,12,Kennedy
1/11/1963,1/16/1963,74,14,12,Kennedy
12/13/1962,12/18/1962,76,13,11,Kennedy
11/16/1962,11/21/1962,74,14,12,Kennedy
10/19/1962,10/24/1962,61,25,14,Kennedy
9/20/1962,9/25/1962,63,22,15,Kennedy
8/23/1962,8/28/1962,67,20,13,Kennedy
7/26/1962,7/31/1962,66,23,11,Kennedy
6/28/1962,7/3/1962,69,19,12,Kennedy
5/31/1962,6/5/1962,71,19,10,Kennedy
5/3/1962,5/8/1962,74,16,10,Kennedy
4/6/1962,4/11/1962,77,13,10,Kennedy
3/8/1962,3/13/1962,79,12,9,Kennedy
2/8/1962,2/13/1962,78,11,11,Kennedy
1/11/1962,1/16/1962,79,10,11,Kennedy
12/7/1961,12/12/1961,77,11,12,Kennedy
11/17/1961,11/22/1961,79,9,12,Kennedy
10/19/1961,10/24/1961,77,12,11,Kennedy
9/21/1961,9/26/1961,79,10,11,Kennedy
8/24/1961,8/29/1961,76,12,12,Kennedy
7/27/1961,8/2/1961,75,12,13,Kennedy
6/23/1961,6/28/1961,72,14,14,Kennedy
5/28/1961,6/2/1961,74,11,15,Kennedy
5/17/1961,5/22/1961,75,10,15,Kennedy
5/4/1961,5/9/1961,77,9,14,Kennedy
4/28/1961,5/3/1961,82,5,13,Kennedy
4/6/1961,4/11/1961,78,6,16,Kennedy
3/10/1961,3/15/1961,73,7,20,Kennedy
2/10/1961,2/15/1961,72,6,22,Kennedy
12/8/1960,12/13/1960,59,28,13,Eisenhower
11/17/1960,11/22/1960,59,26,15,Eisenhower
10/18/1960,10/23/1960,58,31,11,Eisenhower
9/28/1960,10/2/1960,65,26,9,Eisenhower
9/9/1960,9/14/1960,58,28,14,Eisenhower
8/25/1960,8/30/1960,61,28,11,Eisenhower
8/11/1960,8/16/1960,63,24,13,Eisenhower
7/30/1960,8/4/1960,63,26,11,Eisenhower
7/16/1960,7/21/1960,49,33,18,Eisenhower
6/30/1960,7/5/1960,57,27,16,Eisenhower
6/16/1960,6/21/1960,61,24,15,Eisenhower
5/26/1960,5/31/1960,65,22,13,Eisenhower
4/28/1960,5/3/1960,62,22,16,Eisenhower
3/30/1960,4/4/1960,65,22,13,Eisenhower
3/2/1960,3/7/1960,64,22,14,Eisenhower
2/4/1960,2/9/1960,64,22,14,Eisenhower
1/6/1960,1/11/1960,66,19,15,Eisenhower
12/10/1959,12/15/1959,77,15,8,Eisenhower
12/3/1959,12/8/1959,67,18,15,Eisenhower
11/12/1959,11/17/1959,65,21,14,Eisenhower
10/16/1959,10/21/1959,67,19,14,Eisenhower
9/18/1959,9/23/1959,66,20,14,Eisenhower
8/20/1959,8/25/1959,67,20,13,Eisenhower
7/23/1959,7/28/1959,61,26,13,Eisenhower
6/25/1959,6/30/1959,62,23,15,Eisenhower
5/29/1959,6/3/1959,64,21,15,Eisenhower
4/29/1959,5/4/1959,60,24,16,Eisenhower
4/2/1959,4/7/1959,62,23,15,Eisenhower
3/4/1959,3/9/1959,58,26,16,Eisenhower
2/4/1959,2/9/1959,59,26,15,Eisenhower
1/7/1959,1/12/1959,57,27,16,Eisenhower
12/3/1958,12/8/1958,57,32,11,Eisenhower
11/7/1958,11/12/1958,52,30,18,Eisenhower
10/15/1958,10/20/1958,57,27,16,Eisenhower
9/24/1958,9/29/1958,54,28,18,Eisenhower
9/10/1958,9/15/1958,57,29,14,Eisenhower
8/20/1958,8/25/1958,56,27,17,Eisenhower
7/30/1958,8/4/1958,58,27,15,Eisenhower
7/10/1958,7/15/1958,52,32,16,Eisenhower
5/28/1958,6/2/1958,54,31,15,Eisenhower
5/7/1958,5/12/1958,53,32,15,Eisenhower
4/16/1958,4/21/1958,54,31,15,Eisenhower
3/27/1958,4/1/1958,48,36,16,Eisenhower
3/6/1958,3/11/1958,51,33,16,Eisenhower
2/14/1958,2/19/1958,54,33,13,Eisenhower
1/24/1958,1/29/1958,58,27,15,Eisenhower
1/2/1958,1/7/1958,60,30,10,Eisenhower
11/7/1957,11/12/1957,58,27,15,Eisenhower
10/10/1957,10/15/1957,57,27,16,Eisenhower
9/19/1957,9/24/1957,59,26,15,Eisenhower
8/29/1957,9/4/1957,59,23,18,Eisenhower
8/8/1957,8/13/1957,63,20,17,Eisenhower
7/18/1957,7/23/1957,65,22,13,Eisenhower
6/27/1957,7/2/1957,63,23,14,Eisenhower
6/6/1957,6/11/1957,64,22,14,Eisenhower
5/17/1957,5/22/1957,62,23,15,Eisenhower
4/25/1957,4/30/1957,64,23,13,Eisenhower
4/6/1957,4/11/1957,67,21,12,Eisenhower
3/15/1957,3/20/1957,65,20,15,Eisenhower
2/28/1957,3/5/1957,72,17,11,Eisenhower
2/7/1957,2/12/1957,72,16,12,Eisenhower
1/17/1957,1/22/1957,73,14,13,Eisenhower
12/14/1956,12/19/1956,79,11,10,Eisenhower
11/22/1956,11/27/1956,75,15,10,Eisenhower
8/3/1956,8/8/1956,68,19,13,Eisenhower
7/12/1956,7/17/1956,70,20,10,Eisenhower
6/15/1956,6/20/1956,73,18,9,Eisenhower
5/31/1956,6/5/1956,71,19,10,Eisenhower
5/10/1956,5/15/1956,69,17,14,Eisenhower
4/19/1956,4/24/1956,69,19,12,Eisenhower
3/29/1956,4/3/1956,73,17,10,Eisenhower
3/8/1956,3/13/1956,72,18,10,Eisenhower
2/16/1956,2/21/1956,75,15,10,Eisenhower
1/26/1956,1/31/1956,77,14,9,Eisenhower
1/6/1956,1/11/1956,76,12,12,Eisenhower
12/8/1955,12/13/1955,75,13,12,Eisenhower
11/17/1955,11/22/1955,78,13,9,Eisenhower
9/15/1955,9/20/1955,71,16,13,Eisenhower
8/25/1955,8/30/1955,71,16,13,Eisenhower
8/4/1955,8/9/1955,76,11,13,Eisenhower
7/14/1955,7/19/1955,72,18,10,Eisenhower
6/24/1955,6/29/1955,67,15,18,Eisenhower
6/3/1955,6/8/1955,70,16,14,Eisenhower
5/12/1955,5/17/1955,68,16,16,Eisenhower
4/14/1955,4/19/1955,70,14,16,Eisenhower
3/24/1955,3/29/1955,66,21,13,Eisenhower
3/3/1955,3/8/1955,71,17,12,Eisenhower
2/10/1955,2/15/1955,73,15,12,Eisenhower
1/20/1955,1/25/1955,70,17,13,Eisenhower
12/31/1954,1/5/1955,70,18,12,Eisenhower
12/2/1954,12/7/1954,69,23,8,Eisenhower
11/11/1954,11/16/1954,57,23,20,Eisenhower
10/15/1954,10/20/1954,61,26,13,Eisenhower
9/16/1954,9/21/1954,66,21,13,Eisenhower
8/26/1954,8/31/1954,63,24,13,Eisenhower
8/5/1954,8/10/1954,67,19,14,Eisenhower
7/16/1954,7/21/1954,75,20,5,Eisenhower
7/2/1954,7/7/1954,65,21,14,Eisenhower
6/12/1954,6/17/1954,62,24,14,Eisenhower
5/21/1954,5/26/1954,61,24,15,Eisenhower
5/2/1954,5/7/1954,60,22,18,Eisenhower
4/8/1954,4/13/1954,68,21,11,Eisenhower
3/19/1954,3/24/1954,66,22,12,Eisenhower
2/25/1954,3/2/1954,67,21,12,Eisenhower
1/28/1954,2/2/1954,70,17,13,Eisenhower
1/9/1954,1/14/1954,71,19,10,Eisenhower
12/11/1953,12/16/1953,69,22,9,Eisenhower
11/19/1953,11/24/1953,59,25,16,Eisenhower
11/1/1953,11/5/1953,61,26,13,Eisenhower
10/9/1953,10/14/1953,65,19,16,Eisenhower
9/12/1953,9/17/1953,61,20,19,Eisenhower
8/15/1953,8/20/1953,74,14,12,Eisenhower
7/25/1953,7/30/1953,73,13,14,Eisenhower
7/4/1953,7/9/1953,69,15,16,Eisenhower
5/9/1953,5/14/1953,74,10,16,Eisenhower
4/19/1953,4/24/1953,73,10,17,Eisenhower
3/28/1953,4/2/1953,74,8,18,Eisenhower
2/22/1953,2/27/1953,67,8,25,Eisenhower
2/1/1953,2/5/1953,68,7,25,Eisenhower
12/11/1952,12/16/1952,32,56,12,Truman
10/9/1952,10/14/1952,32,55,13,Truman
10/5/1952,10/10/1952,31,57,12,Truman
10/3/1952,10/8/1952,33,55,12,Truman
7/13/1952,7/18/1952,29,59,12,Truman
6/15/1952,6/20/1952,32,58,10,Truman
5/30/1952,6/4/1952,31,59,10,Truman
5/11/1952,5/16/1952,27,60,13,Truman
4/13/1952,4/18/1952,28,59,13,Truman
2/9/1952,2/14/1952,22,64,14,Truman
1/20/1952,1/25/1952,25,62,13,Truman
1/6/1952,1/11/1952,23,67,10,Truman
11/11/1951,11/16/1951,23,61,16,Truman
10/14/1951,10/19/1951,29,55,16,Truman
9/21/1951,9/26/1951,32,54,14,Truman
8/3/1951,8/8/1951,31,57,12,Truman
7/8/1951,7/13/1951,29,54,17,Truman
6/16/1951,6/21/1951,25,59,16,Truman
5/19/1951,5/24/1951,24,63,13,Truman
4/16/1951,4/21/1951,24,54,22,Truman
3/26/1951,3/31/1951,28,57,15,Truman
3/4/1951,3/9/1951,27,59,14,Truman
2/4/1951,2/9/1951,26,60,14,Truman
1/1/1951,1/5/1951,36,49,15,Truman
12/3/1950,12/8/1950,33,53,14,Truman
10/22/1950,10/27/1950,39,46,15,Truman
10/20/1950,10/25/1950,41,46,13,Truman
10/8/1950,10/13/1950,43,36,21,Truman
10/1/1950,10/6/1950,35,50,15,Truman
9/17/1950,9/22/1950,35,47,18,Truman
8/20/1950,8/25/1950,43,32,25,Truman
7/30/1950,8/4/1950,39,45,16,Truman
7/9/1950,7/14/1950,46,40,14,Truman
6/4/1950,6/9/1950,37,47,16,Truman
5/4/1950,5/9/1950,41,38,21,Truman
2/26/1950,3/3/1950,37,44,19,Truman
1/8/1950,1/13/1950,45,40,15,Truman
9/28/1949,10/2/1949,50,35,15,Truman
9/25/1949,9/30/1949,51,31,18,Truman
9/3/1949,9/8/1949,45,38,17,Truman
6/11/1949,6/17/1949,57,27,16,Truman
5/2/1949,5/8/1949,51,32,17,Truman
3/6/1949,3/11/1949,57,24,19,Truman
1/7/1949,1/12/1949,69,17,14,Truman
6/18/1948,6/24/1948,40,44,16,Truman
5/28/1948,6/2/1948,39,47,14,Truman
4/9/1948,4/14/1948,36,50,14,Truman
1/2/1948,1/7/1948,53,32,15,Truman
11/28/1947,12/2/1947,54,33,13,Truman
9/12/1947,9/17/1947,55,29,16,Truman
7/4/1947,7/9/1947,61,28,11,Truman
6/20/1947,6/25/1947,55,31,14,Truman
5/23/1947,5/28/1947,65,24,11,Truman
4/25/1947,4/30/1947,57,25,18,Truman
3/28/1947,4/2/1947,63,21,16,Truman
3/14/1947,3/19/1947,60,23,17,Truman
1/17/1947,1/22/1947,48,39,13,Truman
12/13/1946,12/18/1946,35,47,18,Truman
11/15/1946,11/21/1946,34,53,13,Truman
9/13/1946,9/18/1946,33,52,15,Truman
6/14/1946,6/19/1946,43,45,12,Truman
6/1/1946,6/6/1946,45,42,13,Truman
3/29/1946,4/3/1946,51,33,16,Truman
2/28/1946,3/5/1946,49,38,13,Truman
1/5/1946,1/10/1946,63,22,15,Truman
11/2/1945,11/7/1945,75,14,11,Truman
10/5/1945,10/10/1945,82,9,9,Truman
6/1/1945,6/5/1945,87,3,10,Truman
12/15/1943,12/15/1943,65,23,10,Roosevelt
3/24/1943,3/24/1943,71,19,8,Roosevelt
1/27/1943,1/27/1943,75,16,7,Roosevelt
1/7/1943,1/7/1943,75,14,9,Roosevelt
11/17/1942,11/17/1942,72,18,8,Roosevelt
9/3/1942,9/3/1942,74,18,6,Roosevelt
8/13/1942,8/13/1942,74,16,8,Roosevelt
7/1/1942,7/1/1942,79,12,8,Roosevelt
6/9/1942,6/9/1942,77,15,6,Roosevelt
3/12/1942,3/17/1942,75,14,9,Roosevelt
3/12/1942,3/17/1942,74,15,9,Roosevelt
2/23/1942,2/28/1942,78,13,7,Roosevelt
1/23/1942,1/23/1942,83,10,5,Roosevelt
9/17/1941,9/17/1941,70,24,5,Roosevelt
9/9/1941,9/9/1941,70,23,6,Roosevelt
8/26/1941,8/26/1941,67,24,7,Roosevelt
8/19/1941,8/19/1941,65,26,7,Roosevelt
8/5/1941,8/5/1941,68,23,7,Roosevelt
7/29/1941,7/29/1941,65,25,8,Roosevelt
7/22/1941,7/22/1941,69,24,6,Roosevelt
